CompanyName,Website,Industry,Sub-Industry,MarketSegment,AI_Functional_Category,CompanyDescription,LatestFundingDate,LatestFundingAmount,LatestFundingRound,CompanyTotalFunding,CompanyInvestors,CompanyExitDate,CompanyLatestValuation,CompanyFoundedYear,CompanyDataAdded,CompanyStatus,CompanyCompetitors,CompanyMarketCap,LocationContinent,LocationCountry,LocationState,LocationCity,LocationAddress,Notes
PharmEnable,pharmenable.com,unknown,unknown,unknown,Small molecule discovery - molecular design,"PharmEnable is a biopharmaceutical company focused on discovering small-molecule medicines through AI for challenging disease targets. The company leverages its proprietary AI-enabled platform, chemSEEK, to explore novel chemical spaces and develop therapeutics with a primary focus on oncology and neurology. It was founded in 2016 and is based in Cambridge, England.",5/19/23,7.5,Seed VC - II,9.73,unknown,1/1/16,0,2016,12/30/24,Alive / Active,Acellera,0,Europe,United Kingdom,England,Cambridge,"Compass House, Vision Park",unknown
MindRank,mindrank.ai,unknown,unknown,unknown,Small molecule discovery - molecular design,"MindRank is an AI-driven biotech company specializing in the discovery of small molecule drugs for challenging targets within the pharmaceutical industry. The company's main offerings include the development of proprietary drugs using their AI platform, aiming to enhance the drug discovery process and produce treatments with improved potency and novelty. MindRank's AI-designed drugs, such as an oral small-molecule GLP-1 RA for obesity and type 2 diabetes, have shown promise with US IND approval and progression to clinical studies. It was founded in 2020 and is based in Hangzhou, Zhejiang .",7/18/23,23,Series A - II,30,unknown,unknown,0,2020,12/30/24,Alive / Active,"Galixir, Stonewise, Simulations Plus",0,Asia,China,Zhejiang ,Hangzhou,"Singapore Science and Technology Park Floor 19, Building 2",unknown
Novorex,novorex.com,unknown,unknown,unknown,Small molecule discovery - molecular design,"Novorex develops therapeutics for cancer and central nervous system diseases through the development of new low-molecular drugs. Its drug development platform uses Fragment-based Drug Discovery (FBDD), which involves screening and optimizing small, low molecular-weight compounds known as fragments. The company was founded in 2020 and is based in Seongnam, South Korea.",11/21/23,8.86,Series B,18.07,unknown,unknown,0,2020,12/30/24,Alive / Active,unknown,0,Asia,South Korea,unknown,Seongnam,"240 Pangyoyeok-ro, Bundang-gu #302 Samhwan HIPEX A",unknown
Fermion,fulmz.com,unknown,unknown,unknown,Small molecule discovery - molecular design,"Fermion is a company focused on AI-enabled drug discovery within the biotechnology sector. They offer a Drug Studio AI platform that aids in the rapid design, large-scale screening, and precise calculations to improve the success rate of drug discovery processes. The company primarily develops small molecule drugs targeting novel areas in neurology and autoimmune diseases. It was founded in 2018 and is based in Guangzhou, Guangdong.",7/18/22,0,Series B,15.1,unknown,unknown,0,2018,12/30/24,Alive / Active,unknown,0,Asia,China,Guangdong,Guangzhou,"Room 1010, Pazhou Zhongzhou Trading Center, Haizhu District",unknown
BiOptic,bioptic.io,unknown,unknown,unknown,Small molecule discovery - molecular design,"BiOptic operates as a company focused on the application of artificial intelligence (AI) in the field of cancer drug discovery. The company's main service involves using its AI engine to develop more effective treatments for prostate cancer. It was formerly known as Optic. It was founded in 2022 and is based in San Francisco, California.",7/20/22,11,Seed VC,11,unknown,unknown,0,2022,12/30/24,Alive / Active,unknown,0,North America,United States,California,San Francisco,1436 Grove Street,unknown
Metaphore Biotechnologies,metaphorebio.com,unknown,unknown,unknown,Small molecule discovery - molecular design,"Metaphore Biotechnologies specializes in biotechnology with a focus on developing transformative therapeutics. The company leverages its MIMIC™ platform, which combines machine learning with molecular mimicry, to gain insights into molecular interactions and design new therapeutics. These therapeutics are aimed at addressing previously intractable drug targets and enhancing patient outcomes. It was founded in 2021 and is based in Cambridge, Massachusetts.",5/16/23,50,Series A,50,unknown,unknown,0,2021,12/30/24,Alive / Active,unknown,0,North America,United States,Massachusetts,Cambridge,unknown,unknown
1859,1859.ai,unknown,unknown,unknown,Small molecule discovery - molecular design,"1859 combines artificial intelligence and empirical screening data at scale to discover small-molecule medicines for disease targets. The company partners with pharmaceutical and biotechnology companies and academic institutions to shorten the time and resources needed to identify and screen compounds for future exploration and development. It was founded in 2019 and is based in San Diego, California.",11/19/21,40,Series A,52.46,unknown,unknown,111.07,2019,12/30/24,Dead / Inactive,unknown,0,North America,United States,California,San Diego,11425 Sorrento Valley Road Suite 2,unknown
Aigen Sciences,aigensciences.com,unknown,unknown,unknown,Small molecule discovery - molecular design,"Aigen Sciences develops artificial intelligence drug discovery technologies in the clinical phase. This platform is designed to identify drugs that interact with cellular-level targets while focusing on reducing off-target effects and toxicity. The technology is aimed at addressing the challenges faced in the clinical phase of drug development. 
 It serves the big pharma and biopharmaceutical sectors.
It was founded in 2021 and is based in Seoul, South Korea.",12/22/24,0,Incubator/Accelerator,11.86,unknown,1/1/21,0,2021,12/30/24,Alive / Active,unknown,0,Asia,South Korea,unknown,Seoul,"25 Ttukseom-ro 1-gil, Seongdong-gu Office 507",unknown
Interface Biosciences,interface.bio,unknown,unknown,unknown,Small molecule discovery - molecular design,"Interface Biosciences offers an artificial intelligence (AI) enabled, metabolomics-based drug discovery company focused on inflammatory diseases. The company identifies low-toxicity, immune-modulating microbial metabolites for treating chronic inflammatory conditions such as inflammatory bowel disease, eczema, and rheumatoid arthritis. Interface Biosciences builds high-quality biological datasets to enhance AI-driven drug discovery processes. It was founded in 2020 and is based in Palo Alto, California.",12/5/23,3,Seed VC - II,3,unknown,unknown,0,2020,12/30/24,Alive / Active,unknown,0,North America,United States,California,Palo Alto,2627 Hanover Street,unknown
Synsight,synsight.net,unknown,unknown,unknown,Small molecule discovery - molecular design,"Synsight is a deep-tech company that operates in the pharmaceutical industry, focusing on discovering and developing drugs targeting RNA. The company's main service involves the development of a screening technology that enables the creation of effective first-in-class drug candidates, utilizing a discovery platform that converges artificial intelligence and cell imaging. SYNSIGHT primarily serves the pharmaceutical industry, aiding in drug discovery. It was founded in 2013 and is based in Evry, France. In July 2024, Synsight was acquired by Iktos",unknown,0,unknown,0,unknown,7/8/24,0,2013,12/30/24,Acquired,"Recursion, Phenomic AI",0,Europe,France,unknown,Evry,4 rue Pierre Fontaine,unknown
Denovicon Therapeutics,denovicontx.com,unknown,unknown,unknown,Small molecule discovery - molecular design,"Denovicon Therapeutics is a computational drug discovery company focused on the development of small-molecule therapeutics within the pharmaceutical industry. The company offers a platform that integrates artificial intelligence, machine learning, and physics-based approaches to expedite and refine the drug discovery process, targeting DNA damage response pathways and immuno-oncology. Denovicon Therapeutics primarily serves the pharmaceutical sector, with a focus on oncology, immunology, neuroscience, and cardiovascular diseases. It was founded in 2019 and is based in San Diego, California.",unknown,0,unknown,0,unknown,unknown,0,2019,12/30/24,Alive / Active,unknown,0,North America,United States,California,San Diego,13571 Chamise Vista Lane,unknown
Talus Bioscience,talus.bio,unknown,unknown,unknown,Small molecule discovery - molecular design,"Talus Bioscience operates as a biotechnology company that focuses on the development of drugs targeting gene regulators within the oncology sector. The company offers a platform that measures the ability of drugs to disrupt gene regulators in their natural cellular environments and provides data on drug activity and specificity through a combination of functional proteomics, automated biology, and machine learning. Talus Bioscience's technology is primarily utilized in the development of small-molecule drugs for cancer treatment, with a focus on transcription factors that have been historically difficult to target. It was founded in 2020 and is based in Seattle, Washington.",8/12/24,11.2,Series A,27.4,unknown,1/1/20,20.78,2020,12/30/24,Alive / Active,unknown,0,North America,United States,Washington,Seattle,550 17th Avenue Suite 550,unknown
Psivant Therapeutics,psivant.com,unknown,unknown,unknown,Small molecule discovery - molecular design,"Psivant Therapeutics develops therapeutics for cancer and immunology disorders. It offers an IRAK inhibitor for inflammation, a WEE1 selective inhibitor for cancer, and an allosteric inhibitor for inflammation and immunology. It has a QUAISAR computational platform that combines computational physics and artificial intelligence for drug discovery. Psivant Therapeutics was founded in 2022 and is based in Boston, Massachusetts.",unknown,0,unknown,0,unknown,unknown,0,2022,12/30/24,Alive / Active,unknown,0,North America,United States,Massachusetts,Boston,451 D Street,unknown
Proteovant Therapeutics,proteovant.com,unknown,unknown,unknown,Small molecule discovery - molecular design,"Proteovant Therapeutics operates as a protein degradation company. The company uses its target selection capabilities, protein degrader design expertise, machine learning technologies, drug discovery ability, and development knowledge to create medicines that defeat diseases. It was founded in 2020 and is based in New York, New York. In June 2023, SK Biopharmaceuticals acquired a majority stake in Proteovant Therapeutics for $47.5M.",unknown,0,unknown,0,unknown,6/30/23,79.16,2020,12/30/24,Acquired,unknown,0,North America,United States,New York,New York,151 W 42nd Street 15th floor,unknown
Sensorium,sensorium.bio,unknown,unknown,unknown,Small molecule discovery - molecular design,"Sensorium is a biotechnology company focused on developing psychoactive medicines to treat mental health and neurological diseases. The company offers a Discovery Platform that integrates chemistry, neuroscience, and machine learning to identify and advance neuroactive medicines inspired by natural compounds. Sensorium primarily serves the healthcare and pharmaceutical sectors with its drug discovery processes. It was founded in 2021 and is based in Boston, Massachusetts.",10/4/22,30,Series A,39,unknown,unknown,51.95,2021,12/30/24,Alive / Active,unknown,0,North America,United States,Massachusetts,Boston,38 Wareham Street Floor 2,unknown
Avicenna Biosciences,avicenna-bio.com,unknown,unknown,unknown,Small molecule discovery - molecular design,"Avicenna Biosciences operates as a biotechnology company that helps optimize drug candidates. It integrates a machine-learning algorithm to enable pharmaceutical companies to reduce deficiencies in their drugs. The company was founded in 2020 and is based in Durham, North Carolina.",7/16/24,6,Debt - II,17.5,unknown,unknown,4.09,2020,12/30/24,Alive / Active,unknown,0,North America,United States,North Carolina,Durham,101 West Chapel Hill Street,unknown
Gen1E Lifesciences,gen1e.com,unknown,unknown,unknown,Small molecule discovery - molecular design,"Gen1E Lifesciences is a clinical-stage biotechnology company focused on developing precision therapies for inflammatory and rare diseases. The company offers a range of novel, first-in-class therapies that leverage an AI-powered platform to target kinase dysregulation with allosteric binding, aiming to treat diseases with greater specificity and fewer side effects. Gen1E Lifesciences' products are designed to address large unmet medical needs and improve the lives of patients with conditions that currently have limited treatment options. It was founded in 2018 and is based in Palo Alto, California.",12/21/22,17,Series A,17.15,unknown,unknown,0,2018,12/30/24,Alive / Active,Insitro,0,North America,United States,California,Palo Alto,1895 El Camino Real,unknown
Perturba Therapeutics,perturbatx.com,unknown,unknown,unknown,Small molecule discovery - molecular design,"Perturba Therapeutics is an integrated biotech company focusing on the development of precision therapies for unaddressable and undrugged targets within the biotechnology and pharmaceutical sectors. The company specializes in utilizing artificial intelligence to augment drug discovery and employs sensitive live-cell drug screening assays to advance a pipeline of assets targeting protein-protein interactions (PPIs), particularly in the context of intractable cancers. Perturba Therapeutics primarily serves the healthcare sector, with a focus on developing treatments for various types of cancer. It was founded in 2021 and is based in Toronto, Ontario.",unknown,0,unknown,0,unknown,2/9/22,0,2021,12/30/24,Alive / Active,unknown,0,North America,Canada,Ontario,Toronto,unknown,unknown
Collaborations Pharmaceuticals,collaborationspharma.com,unknown,unknown,unknown,Small molecule discovery - molecular design,"Collaborations Pharmaceuticals focuses on the research and development of innovative therapeutics for rare and neglected infectious diseases within the pharmaceutical industry. The company offers artificial intelligence software to aid in drug discovery and toxicology assessment, as well as to design new molecules with desired properties. Collaborations Pharmaceuticals primarily serves the pharmaceutical, consumer product, and other chemistry-related industries. It was founded in 2009 and is based in Raleigh, North Carolina.",9/4/24,2.04,Grant - IX,9.79,unknown,unknown,0,2009,12/30/24,Alive / Active,"Schrodinger, Dassault Systemes, Certara",0,North America,United States,North Carolina,Raleigh,840 Main Campus Drive Lab 3510,unknown
Innovo Therapeutics,innovothera.co.kr,unknown,unknown,unknown,Small molecule discovery - molecular design,"Innovo Therapeutics is a biopharmaceutical company focused on the discovery and development of small-molecule drugs for various therapeutic areas. The company leverages its artificial intelligence platform, DeepZema®, to accelerate drug discovery and optimize the design of new medicines for diseases in inflammation, immunity, fibrosis, and oncology. Innovo Therapeutics' scientists bring over two decades of experience to the development of first-in-class drugs, aiming to meet unmet medical needs. It was founded in 2019 and is based in Seoul, South Korea.",unknown,0,unknown,0,unknown,unknown,0,2019,12/30/24,Alive / Active,unknown,0,Asia,South Korea,unknown,Seoul,"Dohwa-dong, Ilshin Building, Room 507, 38 Mapo-daero Mapo-gu",unknown
S&K Therapeutics,snktherapeutics.com,unknown,unknown,unknown,Small molecule discovery - molecular design,"S&K Therapeutics focuses on the development of new drugs within the pharmaceutical domain. The company specializes in using artificial intelligence for the research and development of medications targeting autoimmune and inflammatory diseases. It primarily serves the drug development sector. The company was founded in 2020 and is based in Suwon, South Korea.",1/31/24,0,Incubator/Accelerator,0.1,unknown,unknown,0,2020,12/30/24,Alive / Active,unknown,0,Asia,South Korea,unknown,Suwon,"199 Worldcup-ro, Yeongtong-gu 418 Campus Plaza, Ajou University",unknown
A2A Pharma,a2apharma.com,unknown,unknown,unknown,Small molecule discovery - molecular design,"A2A Pharma specializes in the development of novel drug alternatives using artificial intelligence within the pharmaceutical industry. The company focuses on creating small molecule therapeutics for life-threatening diseases such as cancer and antibiotic-resistant bacterial infections. A2A Pharma's proprietary computational systems and SCULPT platform are utilized to design and evaluate new drug candidates. It was founded in 2016 and is based in New York, New York.",2/10/17,0.2,Seed,0.2,unknown,unknown,0,2016,12/30/24,Alive / Active,unknown,0,North America,United States,New York,New York,BioLabs New York 180 Varick Street,unknown
Cellix Bio,cellixbio.com,unknown,unknown,unknown,Small molecule discovery - molecular design,"Cellix Bio is a drug discovery and development company operating in the pharmaceutical industry. The company leverages its proprietary platform technology, Synergix AI, to streamline the pre-clinical drug discovery process by reducing the number of compounds analyzed, aiming to accelerate the development of new treatments. Cellix Bio's services are primarily utilized by the healthcare sector, focusing on the rapid delivery of new medicines to patients. Cellix Bio was formerly known as VClin Bio, Inc.. It was founded in 2017 and is based in Newark, New Jersey.",4/2/19,1.5,Debt,1.5,unknown,unknown,0,2017,12/30/24,Alive / Active,unknown,0,North America,United States,New Jersey,Newark,NJIT-EDC Building #524 211 Warren Street,unknown
Quantum Intelligence,qic.ai,unknown,unknown,unknown,Small molecule discovery - molecular design,"Quantum Intelligence specializes in AI-based drug discovery using quantum mechanics within the pharmaceutical industry. The company offers a drug development platform called 'QUEST' that utilizes Artificial Neural Networks to predict and optimize new drug candidates' chemical properties. Quantum Intelligence primarily serves the pharmaceutical and biotechnology sectors with its innovative drug discovery and development solutions. It was founded in 2020 and is based in Seoul, South Korea.",9/1/20,0.1,Seed,0.1,unknown,unknown,0,2020,12/30/24,Alive / Active,unknown,0,Asia,South Korea,unknown,Seoul,"31F, One IFC, 10 Gukjegeumyung-ro, Yeongdeungpo-gu",unknown
PentaBind,pentabind.com,unknown,unknown,unknown,Small molecule discovery - molecular design,"PentaBind is a TechBio company specializing in the development of therapeutic drug assets using Generative AI to target previously undruggable human proteins within the biotechnology sector. The company's main offerings include the design of aptamers with drug-like qualities, leveraging their proprietary AI-based platform to balance multiple design features such as binding, specificity, and stability, which surpasses the traditional SELEX method's limitations. PentaBind primarily serves the biotechnology and pharmaceutical industries, focusing on oncology and diseases where aptamer therapeutics can provide innovative solutions. It was founded in 2021 and is based in London, England.",10/5/22,0.1,Seed VC,0.2,unknown,unknown,0,2021,12/30/24,Alive / Active,unknown,0,Europe,United Kingdom,England,London,1 Old Station Way Flat 5,unknown
Acelot,acelot.com,unknown,unknown,unknown,Small molecule discovery - molecular design,"Acelot develops small molecules to treat protein misfolding diseases within the pharmaceutical industry. The company's offerings include drug candidates designed to inhibit the aggregation of misfolded proteins, with a focus on neurodegenerative diseases such as ALS. Its platform integrates generative AI, molecular dynamics simulations, and proprietary assays to discover and optimize therapeutic candidates. It was founded in 2006 and is based in South San Francisco, California.",11/21/24,4,Unattributed,4.53,unknown,unknown,0,2006,12/30/24,Alive / Active,unknown,0,North America,United States,California,South San Francisco,329 Oyster Point Boulevard 3rd Floor,unknown
Montai Health,montai.com,unknown,unknown,unknown,Small molecule discovery - molecular design,"Montai Health is a company focused on the development of small molecule drugs for the treatment of chronic diseases, operating within the pharmaceutical and artificial intelligence sectors. The company's main offering is the development of Anthromolecule™ medicines, which are derived from molecules that have a history of safe human exposure, and are used to treat various stages of chronic diseases. These medicines are discovered and developed using a platform that combines machine learning and the aggregation of human-qualified chemistry at an industrial scale. It was founded in 2019 and is based in Cambridge, Massachusetts.",12/13/22,0,Series A,0,unknown,unknown,25.6,2019,12/30/24,Alive / Active,Enveda,0,North America,United States,Massachusetts,Cambridge,26 Landsdowne St,unknown
RenaissThera,renaissthera.com,unknown,unknown,unknown,Small molecule discovery - molecular design,"RenaissThera focuses on developing therapies in the cardio-metabolic domain. The company specializes in small-molecule targeted therapies, utilizing AI platforms to address needs such as diabetes and obesity. It aims to provide interventions for prevalent diseases. It was founded in 2023 and is based in Bangalore, India.",12/9/24,0,Angel,0,unknown,unknown,0,2023,12/30/24,Alive / Active,unknown,0,Asia,India,unknown,Bangalore,7th Block Jayanagar,unknown
Model Medicines,modelmedicines.com,unknown,unknown,unknown,Small molecule discovery - molecular design,"Model Medicines engages in development in the areas of data science, biology, and drugs. The company facilitates the discovery and development of drugs with a focus on creating medicines against rigorous target product profiles. It primarily serves the biopharma industry by providing drug discovery services. It was formerly known as Repurpose.ai. The company was founded in 2019 and is based in La Jolla, California.",10/11/24,14.75,Series A,19.8,unknown,unknown,0,2019,12/30/24,Alive / Active,unknown,0,North America,United States,California,La Jolla,1268 Prospect Street,unknown
BenevolentAI,benevolent.com,unknown,unknown,unknown,Small molecule discovery - target identification,"BenevolentAI (BAI.AS) focuses on AI-augmented drug discovery within the biopharmaceutical sector. The company utilizes its Benevolent Platform to integrate AI and scientific expertise to uncover new biology and develop drugs for complex diseases. BenevolentAI's offerings include a drug discovery platform that predicts novel drug targets and aids in the development of therapeutics. It was founded in 2013 and is based in Grand Duchy of Luxembourg, Luxembourg.",3/17/20,0,Incubator/Accelerator,345.55,unknown,4/25/22,1700,2013,12/30/24,IPO / Went public,"Aqemia, Terray Therapeutics, Healx, BioMap, WhiteLab Genomics, Aitia, Oncocross, Gero, Hexis Lab, Cyclica, nference, MNM Bioscience, DEARGEN, Biotx.ai, Diagu, XtalPi, Exscientia, Standigm, NetTargets, AliveX, My Intelligent Machines, Insitro, Valo Health, Atomwise, Recursion, Aria Pharmaceuticals, Numerate, Ontoforce, Innoplexus, Presagen, Galactica Biotech, dezzai, BERG, IPQ Analytics",50.61,Europe,Luxembourg,unknown,Grand Duchy of Luxembourg,9 rue de Bitbourg L-1273,unknown
LifeMine,lifeminetx.com,unknown,unknown,unknown,Small molecule discovery - target identification,"LifeMine is a biopharmaceutical company engaged in drug discovery and development in the healthcare sector. The company utilizes Top-Down Drug DiscoveryTM, which draws on evolutionary insights from fungi to create precision medicines, particularly in organ transplantation and antifungals. LifeMine's approach integrates data science and technology to discover therapeutics for significant disease targets. It was founded in 2017 and is based in Cambridge, Massachusetts.",3/23/22,175,Series C,300.07,unknown,unknown,565.22,2017,12/30/24,Alive / Active,Acellera,0,North America,United States,Massachusetts,Cambridge,"Cambridge Discovery Park 30 Acorn Park Drive, 6th Floor",unknown
Relay Therapeutics,relaytx.com,unknown,unknown,unknown,Small molecule discovery - target identification,"Relay Therapeutics (NASDAQ: RLAY) is a clinical-stage precision medicine company that focuses on transforming drug discovery in the pharmaceutical industry. The company's platform integrates experimental and computational approaches to visualize protein motion, aiming to develop therapies for targets previously considered intractable. Relay Therapeutics primarily serves the healthcare sector, with an emphasis on precision oncology and genetic diseases. It was founded in 2016 and is based in Cambridge, Massachusetts.",12/20/18,400,Series C,520,unknown,7/16/20,1737.51,2016,12/30/24,IPO / Went public,"Aqemia, BioMap, Modulus Discovery, Quris AI, Redesign Science, Insitro, Valo Health, Atomwise",744.85,North America,United States,Massachusetts,Cambridge,399 Binney Street 2nd Floor,unknown
Healx,healx.ai,unknown,unknown,unknown,Small molecule discovery - target identification,"Healx is a technology company focused on artificial intelligence (AI) drug discovery for rare disease treatment within the pharmaceutical industry. The company specializes in using AI to identify drug-disease relationships and accelerate the development of new therapies for rare conditions. Healx's approach aims to increase the scale and success rate of rare disease treatment development by repurposing known compounds and running multiple drug discovery programs in parallel. Healx was formerly known as Healx3. It was founded in 2014 and is based in Cambridge, United Kingdom.",8/1/24,47,Series C,113.38,unknown,unknown,199.76,2014,12/30/24,Alive / Active,"Aitia, Maya AI, Verge Genomics, Cyclica, VeriSIM Life, Biotx.ai, Standigm, My Intelligent Machines, Delta 4, Insitro, Atomwise, Recursion, Aria Pharmaceuticals, BenevolentAI, Numerate, Diverse Biotech, BERG, IPQ Analytics",0,Europe,United Kingdom,England,Cambridge,66-68 Hills Road Charter House,unknown
HotSpot Therapeutics,hotspotthera.com,unknown,unknown,unknown,Small molecule discovery - target identification,"HotSpot Therapeutics focuses on allosteric drug discovery in the biotechnology sector. The company develops allosteric medicines by targeting natural regulatory hotspots on proteins, aiming to treat diseases such as cancer and autoimmune disorders. Its therapies are designed to modulate protein function with pharmacology. HotSpot Therapeutics was founded in 2017 and is based in Boston, Massachusetts.",11/29/21,100,Series C,210,unknown,unknown,299.71,2017,12/30/24,Alive / Active,unknown,0,North America,United States,Massachusetts,Boston,One Design Center Place Suite 19-600,unknown
Relation Therapeutics,relationrx.com,unknown,unknown,unknown,Small molecule discovery - target identification,"Relation Therapeutics focuses on drug discovery. The company combines machine learning and biological data to understand diseases and discover new therapeutics. Its main service involves using machine learning to understand the relationships between genes, proteins, and drugs and a system to integrate active learning at every step of drug discovery. It was founded in 2019 and is based in London, United Kingdom.",12/10/24,15,Corporate Minority,76.3,unknown,unknown,0,2019,12/30/24,Alive / Active,unknown,0,Europe,United Kingdom,England,London,338 Euston Road Regent’s Place,unknown
Verge Genomics,vergegenomics.com,unknown,unknown,unknown,Small molecule discovery - target identification,"Verge Genomics is a biotechnology company that focuses on developing life-saving treatments for neurodegenerative diseases using an advanced artificial intelligence-powered drug discovery platform. The company's main offerings include identifying therapeutic gene targets and predicting effective drugs through the analysis of patient genomes, gene expression, and epigenomics. Verge Genomics primarily serves the healthcare sector, particularly in the development of drugs for conditions like ALS, Parkinson's Disease, and Alzheimer's Disease. It was founded in 2015 and is based in South San Francisco, California.",9/11/23,42,Corporate Minority,176.12,unknown,unknown,0,2015,12/30/24,Alive / Active,"Terray Therapeutics, Healx, BioMap, PurMinds Biopharma",0,North America,United States,California,South San Francisco,131 Oyster Point Blvd #300,unknown
Protai,protai.bio,unknown,unknown,unknown,Small molecule discovery - target identification,"Protai is a company focused on drug discovery and development within the biotechnology sector, leveraging proteomics and artificial intelligence. The company offers a platform that spans from data collection to target identification and drug development, providing insights into complex disease mechanisms and enabling the discovery of new therapies. Protai primarily serves the pharmaceutical and academic research sectors. It was founded in 2021 and is based in Giv'atayim, Israel.",3/15/23,12,Seed VC - II,20,unknown,unknown,0,2021,12/30/24,Alive / Active,unknown,0,Asia,Israel,unknown,Giv'atayim,Ariel Sharon Street 4,unknown
Atomic AI,atomic.ai,unknown,unknown,unknown,Small molecule discovery - target identification,"Atomic AI is a biotechnology company at the intersection of artificial intelligence and structural biology, focusing on ribonucleic acid (RNA) drug discovery. The company develops a proprietary platform that utilizes deep learning to discover small molecules and medicines that target RNA. It was founded in 2021 and is based in South San Francisco, California.",1/25/23,35,Series A,42,unknown,unknown,112.51,2021,12/30/24,Alive / Active,unknown,0,North America,United States,California,South San Francisco,329 Oyster Point Boulevard,unknown
Deep Apple Therapeutics,deepappletx.com,unknown,unknown,unknown,Small molecule discovery - target identification,"Deep Apple focuses on drug discovery, operating in the pharmaceutical and artificial intelligence sectors. The company utilizes deep learning technologies to discover new small-molecule therapeutics, leveraging a combination of structural biology, AI-powered pocket extraction, molecular dynamics, protein movement modeling, and virtual screening. Deep Apple primarily serves the healthcare industry, with a focus on inflammatory and immune diseases, and metabolic and endocrine disorders. It was founded in 2022 and is based in New York, New York.",12/22/21,52,Series A,52,unknown,unknown,61.44,2021,12/30/24,Alive / Active,unknown,0,North America,United States,New York,New York,230 Park Avenue Suite 2800,unknown
AI Therapeutics,ai-therapeutics.com,unknown,unknown,unknown,Small molecule discovery - target identification,"AI Therapeutics specializes in developing drugs for rare orphan conditions within the biotechnology sector. The company identifies and develops therapeutics for conditions with unmet medical needs, including various forms of pulmonary hypertension, bronchiolitis obliterans post lung transplant, and certain cancers. AI Therapeutics serves the healthcare industry, focusing on developing treatments for rare diseases. AI Therapeutics was formerly known as Lam Therapeutics. It was founded in 2013 and is based in Guilford, Connecticut.",5/3/20,0.25,Loan,98.25,unknown,unknown,227.69,2013,12/30/24,Alive / Active,unknown,0,North America,United States,Connecticut,Guilford,530 Old Whitfield Street,unknown
Neuron23,neuron23.com,unknown,unknown,unknown,Small molecule discovery - target identification,"Neuron23 is a clinical-stage biotechnology company specializing in the development of medicines for genetically defined neurological and immunological diseases. The company focuses on creating treatments using a drug discovery model that incorporates data science and human genetics. Neuron23's main offerings include the identification of molecular targets and the development of medicine treatments, supported by machine learning and artificial intelligence techniques. It was founded in 2018 and is based in South San Francisco, California.",3/30/22,100,Series C,213.5,unknown,unknown,270.51,2018,12/30/24,Alive / Active,unknown,0,North America,United States,California,South San Francisco,681 Gateway Blvd. 3rd Floor,unknown
Vesalius Therapeutics,vesaliustx.com,unknown,unknown,unknown,Small molecule discovery - target identification,"Vesalius Therapeutics is a biotechnology company focused on the treatment of common diseases through precision drug development. The company approach the patient-derived, cell-based experimental models with data science, artificial intelligence, machine learning, human genetics, and genomics to identify drug targets and screen drug candidates. Vesalius Therapeutics serves the biopharmaceutical industry and seeks to develop treatments for diseases such as heart failure, type II diabetes, Alzheimer’s disease, and obesity. It was founded in 2019 and is based in Cambridge, Massachusetts.",11/12/24,80,Corporate Minority,155,unknown,unknown,0,2019,12/30/24,Alive / Active,unknown,0,North America,United States,Massachusetts,Cambridge,620 Memorial Drive,unknown
Nine Square Therapeutics,ninesquaretx.com,unknown,unknown,unknown,Small molecule discovery - target identification,"Nine Square Therapeutics is focused on the development of innovative drugs for neurodegenerative diseases within the biotechnology sector. The company leverages machine learning-enabled cell profiling and computational sciences to create a diversified portfolio of drug candidates, particularly targeting the autophagy/lysosomal pathway. Nine Square Therapeutics' primary efforts are directed towards advancing multiple preclinical development programs and conducting lead optimization for investigational new drug (IND)-enabling studies. Nine Square Therapeutics was formerly known as Waltz Therapeutics, Inc.. It was founded in 2020 and is based in South San Francisco, California. Nine Square Therapeutics operates as a subsidiary of Apple Tree Partners.",9/12/23,4.5,Grant,54.5,unknown,unknown,57.05,2020,12/30/24,Alive / Active,unknown,0,North America,United States,California,South San Francisco,285 East Grand Avenue Suite 2200,unknown
ReviR Therapeutics,revirtx.com,unknown,unknown,unknown,Small molecule discovery - target identification,"ReviR Therapeutics focuses on the healthcare and biotechnology sectors. The company's main offerings include the development of novel medicines to treat human diseases, using technologies such as artificial intelligence and RNA biology. It was founded in 2021 and is based in Shenzhen, China.",11/25/24,0,Grant - II,50,unknown,unknown,0,2021,12/30/24,Alive / Active,Arrakis Therapeutics,0,Asia,China,Guangdong,Shenzhen,"No. 16, Keji South Road, High-tech Zone Community, Yuehai Street, Nanshan District Room A3802, Building 11, Shenzhen Bay Science and Technology Ecological Park",unknown
Athos Therapeutics,athostx.com,unknown,unknown,unknown,Small molecule discovery - target identification,"Athos Therapeutics operates as a clinical-stage biotechnology company that focuses on the development of precision therapeutics for patients with autoimmune and chronic inflammatory diseases. The company's main service involves the use of artificial intelligence and machine learning to identify and develop novel drugs for these conditions. The company primarily serves the healthcare and biotechnology industries. It was founded in 2019 and is based in Torrance, California.",2/6/24,7.56,Series B,32.23,unknown,unknown,0,2019,12/30/24,Alive / Active,unknown,0,North America,United States,California,Torrance,1123 West Carson Street,unknown
